lang,data_status,trait_clean,raw_contrasts,recommended_status,strict_status,flag,adaptation_note
lv,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
lv,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
lv,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
lv,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
lv,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
lv,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
lv,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
lv,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
lv,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
lv,kept,Usage of Articles,With articles / Less frequent articles,drop,drop,ART_DROP,Drop article contrast because the language lacks a stable article category comparable to English a/an/the.
lv,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
lv,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
lv,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
lv,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
lv,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
lv,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
lv,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
lv,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
lv,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
lv,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
lv,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
lv,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
lv,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
lv,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
lv,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
lv,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
lv,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
lv,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
lv,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
lv,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
lv,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
mk,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
mk,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
mk,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
mk,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
mk,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
mk,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
mk,kept,Usage of Active Voice,Active / Passive,direct,direct,,
mk,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
mk,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
mk,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
mk,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
mk,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
mk,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
mk,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
mk,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
mk,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
mk,kept,Usage of Articles,With articles / Less frequent articles,direct,direct,,
mk,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
mk,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
mk,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
mk,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
mk,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
mk,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
mk,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
mk,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
mk,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
mk,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
mk,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
mk,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
mk,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
mk,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
mk,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
mk,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,adapt,drop,NUMSUB_ADAPT,Adapt to local Cyrillic or internet number substitutions; keep strict mode conservative.
mk,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
mk,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
mk,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
mk,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
mk,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
ml,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
ml,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
ml,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
ml,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
ml,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
ml,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
ml,kept,Usage of Active Voice,Active / Passive,direct,direct,,
ml,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
ml,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
ml,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
ml,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
ml,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
ml,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
ml,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
ml,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
ml,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
ml,kept,Usage of Articles,With articles / Less frequent articles,drop,drop,ART_DROP,Drop article contrast because the language lacks a stable article category comparable to English a/an/the.
ml,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
ml,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
ml,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
ml,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
ml,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,adapt,drop,PREP_ADAPT,"Adapt preposition frequency to adpositions, postpositions, case suffixes, or case particles used for the same grammatical relations."
ml,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
ml,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
ml,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
ml,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
ml,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
ml,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
ml,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
ml,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
ml,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
ml,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
ml,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,drop,drop,NUMSUB_DROP,Drop numerical substitution because a robust local digit-substitution convention was not assumed for this pass.
ml,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
ml,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
ml,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
ml,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
ml,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
mn,dropped_quality,Usage of Polite Tone,Polite / Impolite,direct,direct,,
mn,dropped_quality,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
mn,dropped_quality,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
mn,dropped_quality,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
mn,dropped_quality,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
mn,dropped_quality,Positive Sentiment Expression,Positive / Negative,direct,direct,,
mn,dropped_quality,Usage of Active Voice,Active / Passive,direct,direct,,
mn,dropped_quality,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
mn,dropped_quality,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
mn,dropped_quality,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
mn,dropped_quality,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
mn,dropped_quality,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
mn,dropped_quality,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
mn,dropped_quality,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
mn,dropped_quality,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
mn,dropped_quality,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
mn,dropped_quality,Usage of Articles,With articles / Less frequent articles,drop,drop,ART_DROP,Drop article contrast because the language lacks a stable article category comparable to English a/an/the.
mn,dropped_quality,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
mn,dropped_quality,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
mn,dropped_quality,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
mn,dropped_quality,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
mn,dropped_quality,Usage of Prepositions,With prepositions / Less frequent prepositions,adapt,drop,PREP_ADAPT,"Adapt preposition frequency to adpositions, postpositions, case suffixes, or case particles used for the same grammatical relations."
mn,dropped_quality,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
mn,dropped_quality,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
mn,dropped_quality,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
mn,dropped_quality,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
mn,dropped_quality,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
mn,dropped_quality,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
mn,dropped_quality,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
mn,dropped_quality,Usage of Formal Tone,Formal / Informal,direct,direct,,
mn,dropped_quality,Complex Sentence Structure,Complex / Simple,direct,direct,,
mn,dropped_quality,Usage of Contractions,With contractions / Without contractions,direct,direct,,
mn,dropped_quality,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,adapt,drop,NUMSUB_ADAPT,Adapt to local Cyrillic or internet number substitutions; keep strict mode conservative.
mn,dropped_quality,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
mn,dropped_quality,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
mn,dropped_quality,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
mn,dropped_quality,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
mn,dropped_quality,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
mr,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
mr,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
mr,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
mr,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
mr,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
mr,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
mr,kept,Usage of Active Voice,Active / Passive,direct,direct,,
mr,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
mr,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
mr,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
mr,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
mr,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
mr,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
mr,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
mr,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
mr,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
mr,kept,Usage of Articles,With articles / Less frequent articles,drop,drop,ART_DROP,Drop article contrast because the language lacks a stable article category comparable to English a/an/the.
mr,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
mr,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
mr,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
mr,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
mr,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,adapt,drop,PREP_ADAPT,"Adapt preposition frequency to adpositions, postpositions, case suffixes, or case particles used for the same grammatical relations."
mr,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
mr,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
mr,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
mr,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
mr,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
mr,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
mr,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
mr,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
mr,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
mr,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
mr,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,drop,drop,NUMSUB_DROP,Drop numerical substitution because a robust local digit-substitution convention was not assumed for this pass.
mr,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
mr,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
mr,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
mr,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
mr,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
ms,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
ms,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
ms,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
ms,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
ms,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
ms,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
ms,kept,Usage of Active Voice,Active / Passive,direct,direct,,
ms,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
ms,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
ms,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
ms,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
ms,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
ms,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
ms,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
ms,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
ms,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
ms,kept,Usage of Articles,With articles / Less frequent articles,adapt,drop,ART_ADAPT_OPTIONAL,Optional adaptation: use ini/itu-style demonstratives or definiteness markers; strict mode drops articles.
ms,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
ms,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
ms,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
ms,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
ms,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
ms,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
ms,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
ms,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
ms,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
ms,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
ms,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
ms,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
ms,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
ms,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
ms,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
ms,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
ms,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
ms,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
ms,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
ms,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
ms,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
mt,dropped_quality,Usage of Polite Tone,Polite / Impolite,direct,direct,,
mt,dropped_quality,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
mt,dropped_quality,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
mt,dropped_quality,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
mt,dropped_quality,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
mt,dropped_quality,Positive Sentiment Expression,Positive / Negative,direct,direct,,
mt,dropped_quality,Usage of Active Voice,Active / Passive,direct,direct,,
mt,dropped_quality,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
mt,dropped_quality,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
mt,dropped_quality,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
mt,dropped_quality,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
mt,dropped_quality,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
mt,dropped_quality,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
mt,dropped_quality,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
mt,dropped_quality,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
mt,dropped_quality,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
mt,dropped_quality,Usage of Articles,With articles / Less frequent articles,direct,direct,,
mt,dropped_quality,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
mt,dropped_quality,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
mt,dropped_quality,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
mt,dropped_quality,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
mt,dropped_quality,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
mt,dropped_quality,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
mt,dropped_quality,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
mt,dropped_quality,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
mt,dropped_quality,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
mt,dropped_quality,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
mt,dropped_quality,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
mt,dropped_quality,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
mt,dropped_quality,Usage of Formal Tone,Formal / Informal,direct,direct,,
mt,dropped_quality,Complex Sentence Structure,Complex / Simple,direct,direct,,
mt,dropped_quality,Usage of Contractions,With contractions / Without contractions,direct,direct,,
mt,dropped_quality,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
mt,dropped_quality,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
mt,dropped_quality,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
mt,dropped_quality,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
mt,dropped_quality,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
mt,dropped_quality,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
my,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
my,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
my,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
my,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
my,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
my,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
my,kept,Usage of Active Voice,Active / Passive,direct,direct,,
my,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
my,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
my,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
my,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
my,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
my,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
my,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
my,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
my,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
my,kept,Usage of Articles,With articles / Less frequent articles,drop,drop,ART_DROP,Drop article contrast because the language lacks a stable article category comparable to English a/an/the.
my,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
my,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
my,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
my,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
my,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,adapt,drop,PREP_ADAPT,"Adapt preposition frequency to adpositions, postpositions, case suffixes, or case particles used for the same grammatical relations."
my,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
my,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
my,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
my,kept,Usage of Long Words,Long average word length / Short average word length,adapt,drop,WORDLEN_ADAPT,Adapt long-word contrast to long written units or compounds; whitespace word length is unreliable.
my,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
my,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
my,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
my,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
my,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
my,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
my,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,drop,drop,NUMSUB_DROP,Drop numerical substitution because a robust local digit-substitution convention was not assumed for this pass.
my,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
my,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
